0.5,0
0.500465,0.00998921
0.502438,0.0197926
0.507598,0.0283587
0.509556,0.0381651
0.508764,0.0481337
0.510738,0.057937
0.515356,0.0668066
0.517332,0.0766094
0.519537,0.0863632
0.521523,0.0961641
0.53001,0.101454
0.531982,0.111257
0.538491,0.118849
0.54045,0.128655
0.542646,0.138411
0.544614,0.148215
0.547967,0.157637
0.549933,0.167441
0.549433,0.177429
0.551424,0.187229
0.550867,0.197213
0.552883,0.207008
0.557538,0.215858
0.559563,0.225651
0.569562,0.225502
0.571563,0.2353
0.574415,0.244884
0.576408,0.254684
0.579115,0.26431
0.581102,0.274111
0.591034,0.275279
0.593005,0.285083
0.597131,0.294191
0.599094,0.303997
0.606951,0.310183
0.608872,0.319997
0.61291,0.329145
0.614874,0.338951
0.619189,0.347971
0.621133,0.357781
0.622396,0.367701
0.624349,0.377508
0.629093,0.386311
0.631036,0.396121
0.623026,0.402107
0.625002,0.41191
0.625067,0.42191
0.627051,0.431711
0.632121,0.440331
0.634077,0.450138
0.634,0.460137
0.635952,0.469945
0.64445,0.475216
0.646389,0.485026
0.649874,0.494399
0.651812,0.504209
0.651676,0.514208
0.65363,0.524015
0.659603,0.532036
0.661535,0.541848
0.661706,0.551846
0.663662,0.561653
0.665005,0.571563
0.666978,0.581366
0.67492,0.587443
0.676874,0.59725
0.682407,0.60558
0.68438,0.615383
0.683585,0.625352
0.685551,0.635157
0.690019,0.644103
0.691985,0.653908
0.693954,0.663712
0.697329,0.673125
0.699293,0.68293
0.701266,0.692734
0.70629,0.70138
0.708263,0.711184
0.712856,0.720067
0.714817,0.729872
0.712695,0.739645
0.714666,0.749449
0.715548,0.75941
0.717527,0.769212
0.726557,0.773508
0.72851,0.783316
0.728293,0.793314
0.73026,0.803118
0.739753,0.80626
0.74169,0.81607
0.751485,0.818084
0.753397,0.8279
0.752238,0.837832
0.754147,0.847649
0.758677,0.856563
0.760588,0.866379
0.762526,0.876189
0.769475,0.883381
0.771395,0.893194
0.776077,0.902031
0.777986,0.911847
0.77483,0.921336
0.776757,0.931148
0.781018,0.940195
0.782964,0.950004
0.786765,0.959254
0.788695,0.969066
0.792661,0.978246
0.794593,0.988057
0.804507,0.986751
0.806425,0.996565
0.808243,1.0064
0.812221,1.01557
0.814155,1.02538
0.813666,1.03537
0.815589,1.04519
0.825588,1.04535
0.83556,1.04609
0.845145,1.04324
0.854611,1.04001
0.864606,1.04033
0.866594,1.05013
0.868603,1.05992
0.870707,1.0697
0.872742,1.07949
0.874376,1.08935
0.876509,1.09912
0.879245,1.10874
0.889139,1.10729
0.891168,1.11708
0.898876,1.12345
0.902122,1.13291
0.904409,1.14265
0.913477,1.14686
0.92347,1.14723
0.93336,1.14574
0.942288,1.14124
0.951259,1.13682
0.955973,1.14564
0.957904,1.15545
0.959869,1.16526
0.964463,1.17414
0.966419,1.18395
0.972697,1.19173
0.974627,1.20154
0.980225,1.20983
0.982125,1.21965
0.990448,1.22519
0.991977,1.23507
0.997205,1.2436
1.00673,1.24663
1.01666,1.24538
1.02583,1.24141
1.03337,1.24798
1.04332,1.24903
1.0515,1.24328
1.05877,1.25014
1.06045,1.26
1.06211,1.26986
1.06958,1.27651
1.07118,1.28638
1.07382,1.29603
1.07513,1.30594
1.07673,1.31581
1.07178,1.3245
1.0734,1.33437
1.07623,1.34396
1.078,1.3538
1.07961,1.36367
1.0812,1.37355
1.08261,1.38345
1.08423,1.39331
1.0859,1.40317
1.09584,1.40422
1.09746,1.41409
1.09923,1.42393
1.10083,1.4338
1.10553,1.44263
1.10715,1.4525
1.10891,1.46234
1.11415,1.47086
1.11513,1.48081
1.1233,1.48657
1.12506,1.49642
1.1267,1.50628
1.13199,1.51476
1.13356,1.52464
1.13518,1.53451
1.14309,1.54063
1.14467,1.5505
1.14633,1.56036
1.14798,1.57022
1.13992,1.57614
1.14161,1.58599
1.14335,1.59584
1.14409,1.60581
1.14555,1.6157
1.14934,1.62496
1.1511,1.6348
1.15193,1.64477
1.16188,1.64571
1.16272,1.65568
1.16394,1.6656
1.1657,1.67544
1.16617,1.68543
1.16799,1.69527
1.16968,1.70512
1.17141,1.71497
1.18067,1.71876
1.18225,1.72863
1.18346,1.73856
1.18506,1.74843
1.18678,1.75828
1.18632,1.76827
1.18799,1.77813
1.19798,1.7778
1.20798,1.77755
1.21796,1.77701
1.22781,1.77526
1.23378,1.76724
1.24378,1.76733
1.25378,1.76771
1.26377,1.76753
1.2735,1.76522
1.2834,1.7667
1.29224,1.77136
1.30171,1.77458
1.31171,1.77476
1.32129,1.77762
1.33062,1.78121
1.33961,1.78558
1.34814,1.79081
1.35683,1.79576
1.36652,1.7982
1.37621,1.7957
1.38276,1.80326
1.38934,1.81079
1.3986,1.80703
1.40439,1.81519
1.41309,1.82011
1.42142,1.82565
1.42655,1.83423
1.43068,1.84334
1.43636,1.85157
1.44132,1.86025
1.44447,1.86974
1.44736,1.87932
1.44937,1.88911
1.45455,1.89767
1.46221,1.90409
1.4642,1.91389
1.46635,1.92366
1.47451,1.92944
1.4757,1.93937
1.47693,1.9493
1.47825,1.95921
1.47871,1.9692
1.48221,1.97857
1.48597,1.98783
1.48821,1.99758
1.48561,2.00724
1.48479,2.0172
1.48738,2.02686
1.48865,2.03678
1.48765,2.04673
1.48818,2.05671
1.48949,2.06663
1.49012,2.07661
1.48909,2.08656
1.48841,2.09653
1.49152,2.10604
1.48854,2.11558
1.48642,2.12536
1.49004,2.13468
1.49549,2.14306
1.49595,2.15305
1.5025,2.16061
1.50635,2.16984
1.50537,2.17979
1.5097,2.1888
1.5197,2.18866
1.52969,2.18901
1.53877,2.19321
1.54799,2.19708
1.55676,2.20188
1.56616,2.20529
1.57572,2.20823
1.58551,2.21028
1.59538,2.21189
1.60538,2.21194
1.61207,2.21937
1.62202,2.21841
1.62663,2.22728
1.63629,2.2247
1.6451,2.21997
1.65125,2.22786
1.65739,2.23575
1.66676,2.23226
1.67587,2.22813
1.67965,2.21888
1.68126,2.20901
1.69077,2.20591
1.69054,2.19591
1.69493,2.18693
1.7059,2.17636
1.71266,2.18373
1.71657,2.19293
1.72019,2.20225
1.7235,2.21169
1.73337,2.2101
1.73708,2.21939
1.74708,2.21939
1.75088,2.22864
1.75472,2.23788
1.75946,2.24668
1.75876,2.25666
1.76263,2.26588
1.75812,2.2748
1.7518,2.28255
1.75342,2.29242
1.74356,2.29409
1.74175,2.30393
1.7443,2.3136
1.74207,2.32334
1.74467,2.333
1.73612,2.33818
1.72912,2.34532
1.72665,2.35501
1.71905,2.3615
1.71365,2.36992
1.70432,2.36634
1.69671,2.37282
1.69098,2.38102
1.68272,2.38666
1.6761,2.39415
1.66655,2.39119
1.66028,2.39898
1.65627,2.40814
1.64645,2.41005
1.64035,2.41798
1.63141,2.42246
1.62586,2.43078
1.61753,2.43631
1.60952,2.4423
1.59996,2.44523
1.59048,2.44204
1.58134,2.44609
1.57167,2.44352
1.56212,2.44058
1.55213,2.44004
1.54259,2.43704
1.53532,2.44391
1.52797,2.45069
1.52564,2.46041
1.51589,2.46262
1.51043,2.471
1.50155,2.47561
1.49452,2.48272
1.48766,2.48999
1.47766,2.49023
1.46837,2.49394
1.46654,2.50377
1.47125,2.51259
1.46515,2.52052
1.46637,2.53044
1.46218,2.53952
1.46346,2.54944
1.46076,2.55907
1.45618,2.56796
1.45745,2.57788
1.45648,2.58783
1.45941,2.59739
1.45538,2.60655
1.45036,2.61519
1.45188,2.62508
1.45351,2.63494
1.45443,2.6449
1.44762,2.65221
1.43762,2.65212
1.42763,2.65271
1.41811,2.65575
1.40815,2.65484
1.40252,2.6631
1.39541,2.67014
1.38566,2.67236
1.3758,2.67402
1.37689,2.68396
1.37705,2.69395
1.36832,2.69883
1.35943,2.70343
1.35017,2.70718
1.35052,2.71718
1.35139,2.72714
1.35048,2.7371
1.3522,2.74695
1.34851,2.75624
1.35013,2.76611
1.35145,2.77602
1.35992,2.78134
1.36175,2.79117
1.36315,2.80107
1.36482,2.81093
1.36066,2.82003
1.36209,2.82992
1.36522,2.83942
1.36692,2.84928
1.36842,2.85916
1.37145,2.86869
1.37313,2.87855
1.37468,2.88843
1.3724,2.89817
1.37413,2.90802
1.37587,2.91786
1.37275,2.92736
1.37426,2.93725
1.37876,2.94618
1.38047,2.95603
1.38093,2.96602
1.38338,2.97572
1.37459,2.98049
1.37611,2.99038
1.37607,3.00038
1.37756,3.01026
1.37914,3.02014
1.37109,3.02607
1.37258,3.03596
1.36758,3.04462
1.3691,3.0545
1.37061,3.06439
1.37216,3.07427
1.37375,3.08414
1.37668,3.0937
1.37069,3.1017
1.37227,3.11158
1.37654,3.12062
1.37888,3.13034
1.38043,3.14022
1.38101,3.1502
1.38262,3.16007
1.3753,3.16689
1.37811,3.17649
1.37332,3.18527
1.37491,3.19514
1.37965,3.20395
1.38118,3.21383
1.38279,3.2237
1.38553,3.23332
1.38714,3.24318
1.39006,3.25275
1.39169,3.26262
1.39327,3.27249
1.39562,3.28221
1.39722,3.29208
1.40457,3.29886
1.40621,3.30873
1.41139,3.31727
1.41303,3.32714
1.42009,3.33422
1.4218,3.34408
1.42515,3.3535
1.42768,3.36317
1.42768,3.37317
1.42942,3.38302
1.43668,3.38989
1.43848,3.39973
1.43435,3.40883
1.43668,3.41856
1.43932,3.42821
1.43934,3.43821
1.44371,3.4472
1.43559,3.45303
1.43185,3.4623
1.43362,3.47214
1.43924,3.48042
1.44105,3.49025
1.43845,3.49991
1.44384,3.50834
1.44072,3.51784
1.44326,3.52751
1.44646,3.53698
1.44896,3.54667
1.45158,3.55632
1.45023,3.56623
1.45206,3.57606
1.45016,3.58587
1.44692,3.59534
1.44876,3.60516
1.44548,3.61461
1.44805,3.62428
1.44812,3.63428
1.45406,3.64232
1.45294,3.65226
1.45479,3.66209
1.45667,3.67191
1.4623,3.68017
1.46421,3.68999
1.46808,3.69921
1.47002,3.70902
1.4714,3.71893
1.47335,3.72873
1.46565,3.73511
1.46333,3.74483
1.45337,3.74395
1.447,3.75165
1.437,3.75129
1.42913,3.75746
1.4235,3.76572
1.41917,3.77474
1.41021,3.77917
1.40022,3.77959
1.39049,3.78188
1.38101,3.78507
1.37569,3.79354
1.38402,3.79907
1.38612,3.80884
1.37847,3.81529
1.37801,3.82528
1.38003,3.83507
1.37796,3.84485
1.3698,3.85064
1.37171,3.86046
1.37453,3.87005
1.37653,3.87985
1.38098,3.8888
1.37804,3.89836
1.37636,3.90822
1.37847,3.91799
1.38575,3.92484
1.3877,3.93465
1.38198,3.94286
1.38389,3.95267
1.38588,3.96247
1.38213,3.97174
1.38403,3.98156
1.3834,3.99154
1.38533,4.00135
1.39013,4.01012
1.39207,4.01993
1.38484,4.02683
1.38676,4.03665
1.38739,4.04663
1.38932,4.05644
1.39221,4.06601
1.39412,4.07583
1.39648,4.08555
1.3984,4.09536
1.39019,4.10107
1.39228,4.11085
1.39044,4.12068
1.39234,4.13049
1.39849,4.13837
1.40042,4.14819
1.40131,4.15815
1.40322,4.16796
1.40703,4.17721
1.40897,4.18702
1.40827,4.19699
1.41023,4.2068
1.41324,4.21634
1.41519,4.22614
1.41555,4.23614
1.41752,4.24594
1.42023,4.25557
1.4222,4.26537
1.42556,4.27479
1.42753,4.28459
1.42627,4.29452
1.42823,4.30432
1.42666,4.3142
1.42861,4.324
1.4313,4.33364
1.43326,4.34344
1.43351,4.35344
1.43547,4.36324
1.4349,4.37323
1.43686,4.38303
1.43324,4.39235
1.43519,4.40216
1.43714,4.41197
1.43987,4.42159
1.44183,4.43139
1.43733,4.44033
1.43929,4.45013
1.43261,4.45758
1.43455,4.46739
1.44117,4.47488
1.44311,4.48469
1.44002,4.4942
1.44197,4.50401
1.44259,4.51399
1.44452,4.52381
1.44474,4.5338
1.44667,4.54361
1.45215,4.55198
1.45411,4.56178
1.46365,4.56481
1.46562,4.57461
1.46588,4.58461
1.46786,4.59441
1.46452,4.60384
1.46648,4.61364
1.46984,4.62306
1.47179,4.63287
1.47013,4.64273
1.47207,4.65254
1.47996,4.65869
1.48192,4.6685
1.47401,4.67463
1.47596,4.68443
1.4779,4.69424
